transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean
T000403,C00021,2026-02-11,S020,Bank Transfer,0.0,2026-02-11
T000404,C00130,2025-05-12,S012,Momo,0.0,2025-05-12
T000405,C00009,2025-11-17,S011,Bank Transfer,0.0,2025-11-17
T000406,C00582,2024-12-07,S025,Momo,0.15,2024-12-07
T000407,C00345,2025-08-07,S015,Bank Transfer,0.0,2025-08-07
T000408,C00081,2024-09-07,S004,Momo,0.0,2024-09-07
T000409,C00656,2025-01-12,S024,,0.0,2025-01-12
T000410,C00625,2024-07-03,S014,Bank Transfer,0.0,2024-07-03
T000411,C00164,2025-10-30,S009,ZaloPay,0.3,2025-10-30
T000412,C00097,2024-11-06,S017,Credit Card,0.0,2024-11-06
T000413,C00665,2024-11-09,S022,Bank Transfer,0.0,2024-11-09
T000414,C00385,2025-07-01,S003,,0.0,2025-07-01
T000415,C00322,2024-05-23,S025,VNPay,0.25,2024-05-23
T000416,C00081,2025-12-17,S023,Momo,0.15,2025-12-17
T000417,C00759,2025-03-11,S018,VNPay,0.3,2025-03-11
T000418,C00036,2025-12-17,S017,VNPay,0.0,2025-12-17
T000419,C00043,2024-09-17,S013,VNPay,0.15,2024-09-17
T000420,C00071,2026-03-23,S010,VNPay,0.0,2026-03-23
T000421,C00244,2025-08-17,S025,ZaloPay,0.3,2025-08-17
T000422,C00311,2026-01-28,S009,Momo,0.15,2026-01-28
T000423,C00782,2026-02-16,S019,VNPay,0.3,2026-02-16
T000424,C00039,2025-08-21,S010,ZaloPay,0.3,2025-08-21
T000425,C00055,2023-09-04,S014,Credit Card,0.0,2023-09-04
T000426,C00310,2025-03-27,S022,VNPay,0.05,2025-03-27
T000427,C00536,2025-11-14,S019,ZaloPay,0.25,2025-11-14
T000428,C00187,2025-09-23,S023,Cash,0.15,2025-09-23
T000429,C00310,2025-06-13,S004,Credit Card,0.05,2025-06-13
T000430,C00141,2024-02-21,S017,Momo,0.0,2024-02-21
T000431,C00473,2025-11-16,S019,Momo,0.0,2025-11-16
T000432,C00006,2025-09-23,S014,ZaloPay,0.2,2025-09-23
T000433,C00188,2024-11-06,S025,VNPay,0.15,2024-11-06
T000434,C00197,2025-07-29,S024,Bank Transfer,0.0,2025-07-29
T000435,C00086,2025-11-30,S015,VNPay,0.0,2025-11-30
T000436,C00164,2024-12-07,S007,VNPay,0.2,2024-12-07
T000437,C00027,2025-12-01,S008,VNPay,0.0,2025-12-01
T000438,C00333,2026-01-06,S001,Bank Transfer,0.0,2026-01-06
T000439,C00013,2025-05-17,S018,Credit Card,0.0,2025-05-17
T000440,C00287,2023-12-15,S006,Cash,0.3,2023-12-15
T000441,C00019,2024-09-24,S014,,0.0,2024-09-24
T000442,C00097,2025-04-24,S020,Bank Transfer,0.0,2025-04-24
T000443,C00041,2025-05-05,S015,Cash,0.05,2025-05-05
T000444,C00410,2026-02-15,S009,VNPay,0.2,2026-02-15
T000445,C00734,2025-08-13,S005,Bank Transfer,0.2,2025-08-13
T000446,C00207,2025-11-20,S008,VNPay,0.05,2025-11-20
T000447,C00718,2025-05-27,S010,Cash,0.0,2025-05-27
T000448,C00088,2025-03-19,S013,Momo,0.25,2025-03-19
T000449,C00274,2025-08-06,S003,Credit Card,,2025-08-06
T000450,C00065,2025-10-30,S011,Momo,0.25,2025-10-30
T000451,C00042,2025-01-24,S011,Bank Transfer,0.1,2025-01-24
T000452,C00469,2024-03-04,S021,Bank Transfer,0.2,2024-03-04
T000453,C00348,2023-11-06,S022,Bank Transfer,0.0,2023-11-06
T000454,C00099,2024-10-02,S023,ZaloPay,0.0,2024-10-02
T000455,C00003,2024-05-24,S025,VNPay,0.25,2024-05-24
T000456,C00234,2024-11-27,S008,Credit Card,0.0,2024-11-27
T000457,C00106,2024-09-03,S021,ZaloPay,0.0,2024-09-03
T000458,C00220,2026-02-07,S022,VNPay,0.2,2026-02-07
T000459,C00009,2025-08-21,S005,Momo,0.2,2025-08-21
T000460,C00755,2025-09-12,S022,ZaloPay,0.2,2025-09-12
T000461,C00359,2025-03-26,S016,Cash,0.15,2025-03-26
T000462,C00054,2025-08-23,S018,Cash,0.0,2025-08-23
T000463,C00413,2025-03-11,S024,ZaloPay,0.3,2025-03-11
T000464,C00009,2026-02-25,S021,Credit Card,0.0,2026-02-25
T000465,C00572,2024-05-03,S009,ZaloPay,0.0,2024-05-03
T000466,C00798,2025-10-31,S020,Credit Card,0.1,2025-10-31
T000467,C00008,2025-07-13,S002,Credit Card,,2025-07-13
T000468,C00627,2025-08-08,S002,Bank Transfer,0.2,2025-08-08
T000469,C00606,2025-07-31,S004,Momo,0.05,2025-07-31
T000470,C00718,2023-11-09,S020,Credit Card,0.0,2023-11-09
T000471,C00014,2025-12-07,S001,Credit Card,0.3,2025-12-07
T000472,C00066,2025-08-30,S009,Gold,0.05,2025-08-30
T000473,C00103,2024-05-22,S002,ZaloPay,0.0,2024-05-22
T000474,C00304,2025-09-17,S010,Credit Card,0.15,2025-09-17
T000475,C00044,2025-02-25,S010,Bank Transfer,0.0,2025-02-25
T000476,C00687,2025-11-03,S002,Momo,0.0,2025-11-03
T000477,C00690,2026-03-19,S011,ZaloPay,0.0,2026-03-19
T000478,C00113,2026-02-11,S002,Credit Card,0.0,2026-02-11
T000479,C00230,2025-10-23,S008,ZaloPay,0.3,2025-10-23
T000480,C00124,2023-09-21,S012,ZaloPay,0.0,2023-09-21
T000481,C00025,2025-09-21,S021,Credit Card,0.0,2025-09-21
T000482,C00029,2025-02-18,S009,Bank Transfer,,2025-02-18
T000483,C00471,2026-02-01,S013,ZaloPay,0.0,2026-02-01
T000484,C00390,2026-01-29,S020,Credit Card,0.05,2026-01-29
T000485,C00246,2026-02-17,S002,Momo,,2026-02-17
T000486,C00700,2025-01-04,S016,,0.3,2025-01-04
T000487,C00113,2026-02-18,S021,Bank Transfer,0.0,2026-02-18
T000488,C00390,2025-07-09,S023,ZaloPay,0.3,2025-07-09
T000489,C00139,2025-05-14,S007,Bank Transfer,0.0,2025-05-14
T000490,C00314,2025-04-05,S019,Momo,0.0,2025-04-05
T000491,C00359,2025-12-17,S017,ZaloPay,0.0,2025-12-17
T000492,C00309,2025-05-27,S016,,0.0,2025-05-27
T000493,C00065,2026-02-11,S017,Cash,0.25,2026-02-11
T000494,C00010,2025-06-26,S012,Momo,0.15,2025-06-26
T000495,C00786,2025-09-28,S023,Momo,0.15,2025-09-28
T000496,C00383,2025-05-06,S025,Credit Card,0.05,2025-05-06
T000497,C00788,2026-01-23,S015,Momo,0.1,2026-01-23
T000498,C00136,2025-03-13,S012,Momo,0.2,2025-03-13
T000499,C00054,2025-07-08,S014,VNPay,0.3,2025-07-08
T000500,C00043,2026-02-14,S019,Bank Transfer,0.2,2026-02-14
T000501,C00058,2025-07-27,S021,Momo,0.0,2025-07-27
T000502,C00026,2026-03-24,S003,ZaloPay,0.05,2026-03-24
T000503,C00008,2023-06-24,S012,,0.0,2023-06-24
T000504,C00054,2024-07-30,S016,Credit Card,0.05,2024-07-30
T000505,C00279,2025-02-20,S019,VNPay,0.15,2025-02-20
T000506,C00629,2025-08-24,S003,Momo,0.2,2025-08-24
T000507,C00167,2025-05-24,S010,,0.1,2025-05-24
T000508,C00212,2025-12-16,S020,Bank Transfer,0.05,2025-12-16
T000509,C00169,2025-07-06,S013,Momo,0.0,2025-07-06
T000510,C00155,2025-04-18,S023,ZaloPay,0.1,2025-04-18
T000511,C00659,2026-01-18,S025,ZaloPay,0.0,2026-01-18
T000512,C00065,2025-12-30,S002,Credit Card,,2025-12-30
T000513,C00052,2024-09-26,S007,,0.0,2024-09-26
T000514,C00358,2025-10-24,S016,,0.0,2025-10-24
T000515,C00345,2026-02-08,S005,Momo,0.0,2026-02-08
T000516,C00211,2024-02-05,S010,VNPay,0.15,2024-02-05
T000517,C00212,2025-11-27,S007,VNPay,0.0,2025-11-27
T000518,C00099,2025-04-18,S013,,0.0,2025-04-18
T000519,C00573,2025-07-16,S007,Credit Card,0.25,2025-07-16
T000520,C00227,2025-04-16,S018,Cash,0.05,2025-04-16
T000521,C00084,2025-01-09,S011,Credit Card,0.05,2025-01-09
T000522,C00105,2025-07-30,S009,Cash,0.0,2025-07-30
T000523,C00208,2025-01-08,S009,Momo,0.2,2025-01-08
T000524,C00003,2026-03-01,S020,Bank Transfer,0.2,2026-03-01
T000525,C00127,2025-04-06,S008,Credit Card,0.2,2025-04-06
T000526,C00245,2023-11-08,S020,Momo,0.0,2023-11-08
T000527,C00005,2025-12-11,S008,Bank Transfer,0.2,2025-12-11
T000528,C00083,2024-10-06,S025,ZaloPay,0.15,2024-10-06
T000529,C00027,2024-10-28,S018,Credit Card,0.25,2024-10-28
T000530,C00667,2024-06-26,S011,VNPay,0.1,2024-06-26
T000531,C00427,2024-05-18,S021,Momo,0.0,2024-05-18
T000532,C00505,2025-08-17,S008,Bank Transfer,0.0,2025-08-17
T000533,C00026,2025-07-18,S008,VNPay,0.0,2025-07-18
T000534,C00224,2025-11-06,S009,,,2025-11-06
T000535,C00379,2025-07-20,S020,Bank Transfer,0.0,2025-07-20
T000536,C00210,2025-01-26,S009,Momo,0.1,2025-01-26
T000537,C00061,2024-10-03,S007,,0.0,2024-10-03
T000538,C00333,2025-08-01,S013,Bank Transfer,0.05,2025-08-01
T000539,C00484,2026-03-25,S007,ZaloPay,0.05,2026-03-25
T000540,C00309,2025-01-14,S023,ZaloPay,0.25,2025-01-14
T000541,C00005,2025-09-06,S012,Credit Card,0.3,2025-09-06
T000542,C00196,2025-05-14,S009,,0.2,2025-05-14
T000543,C00317,2026-03-24,S013,Credit Card,0.2,2026-03-24
T000544,C00485,2025-03-06,S014,ZaloPay,0.3,2025-03-06
T000545,C00316,2024-07-03,S019,ZaloPay,0.3,2024-07-03
T000546,C00324,2024-08-14,S023,Credit Card,0.0,2024-08-14
T000547,C00268,2026-01-11,S024,Credit Card,0.0,2026-01-11
T000548,C00378,2025-10-01,S004,Momo,0.2,2025-10-01
T000549,C00024,2025-03-30,S025,ZaloPay,0.0,2025-03-30
T000550,C00049,2025-03-22,S004,ZaloPay,0.0,2025-03-22
T000551,C00172,2023-12-28,S001,Credit Card,0.0,2023-12-28
T000552,C00067,2025-04-17,S025,ZaloPay,0.1,2025-04-17
T000553,C00310,2024-09-21,S022,Momo,0.0,2024-09-21
T000554,C00452,2026-01-18,S001,Bank Transfer,0.3,2026-01-18
T000555,C00364,2024-11-07,S017,,0.25,2024-11-07
T000556,C00047,2026-02-22,S002,Bank Transfer,0.0,2026-02-22
T000557,C00194,2025-06-13,S017,Bank Transfer,0.3,2025-06-13
T000558,C00087,2025-02-28,S018,ZaloPay,,2025-02-28
T000559,C00244,2025-05-14,S008,Credit Card,0.0,2025-05-14
T000560,C00568,2025-03-23,S013,ZaloPay,0.0,2025-03-23
T000561,C00394,2026-01-19,S021,Credit Card,0.1,2026-01-19
T000562,C00793,2023-12-27,S020,ZaloPay,0.25,2023-12-27
T000563,C00515,2024-07-18,S009,Cash,0.0,2024-07-18
T000564,C00186,2025-10-01,S011,VNPay,0.2,2025-10-01
T000565,C00748,2025-12-03,S005,VNPay,0.25,2025-12-03
T000566,C00105,2025-02-27,S010,Unknown,0.1,2025-02-27
T000567,C00195,2025-11-26,S024,Cash,0.3,2025-11-26
T000568,C00231,2025-06-28,S016,ZaloPay,0.3,2025-06-28
T000569,C00516,2026-03-07,S023,Credit Card,0.0,2026-03-07
T000570,C00055,2024-10-09,S022,Bank Transfer,0.0,2024-10-09
T000571,C00322,2024-08-28,S004,VNPay,0.0,2024-08-28
T000572,C00019,2024-06-08,S007,Momo,0.3,2024-06-08
T000573,C00196,2025-08-14,S013,Momo,0.25,2025-08-14
T000574,C00066,2025-08-13,S021,,0.2,2025-08-13
T000575,C00016,2025-05-27,S008,,0.1,2025-05-27
T000576,C00016,2025-09-29,S016,Bank Transfer,0.25,2025-09-29
T000577,C00366,2026-03-01,S009,Cash,0.3,2026-03-01
T000578,C00343,2026-03-14,S010,Cash,0.0,2026-03-14
T000579,C00396,2025-11-15,S006,Cash,0.3,2025-11-15
T000580,C00396,2025-01-31,S023,VNPay,0.0,2025-01-31
T000581,C00058,2025-01-22,S011,Credit Card,0.0,2025-01-22
T000582,C00138,2024-07-26,S003,ZaloPay,0.15,2024-07-26
T000583,C00348,2025-02-12,S005,ZaloPay,0.1,2025-02-12
T000584,C00019,2026-03-23,S010,Credit Card,0.0,2026-03-23
T000585,C00263,2025-09-05,S005,Bank Transfer,0.2,2025-09-05
T000586,C00049,2024-11-26,S021,Bank Transfer,0.05,2024-11-26
T000587,C00094,2025-08-23,S009,Momo,0.3,2025-08-23
T000588,C00078,2024-05-03,S008,Credit Card,0.0,2024-05-03
T000589,C00082,2025-08-14,S003,ZaloPay,,2025-08-14
T000590,C00029,2024-12-09,S013,Momo,0.0,2024-12-09
T000591,C00371,2025-12-13,S004,VNPay,0.0,2025-12-13
T000592,C00097,2024-03-05,S013,VNPay,0.0,2024-03-05
T000593,C00002,2025-12-24,S022,,,2025-12-24
T000594,C00148,2025-04-19,S024,VNPay,0.0,2025-04-19
T000595,C00355,2025-08-04,S006,ZaloPay,0.0,2025-08-04
T000596,C00609,2024-08-16,S025,VNPay,0.0,2024-08-16
T000597,C00008,2025-01-07,S003,Bank Transfer,0.15,2025-01-07
T000598,C00190,2025-03-04,S016,VNPay,0.15,2025-03-04
T000599,C00124,2024-11-19,S023,Bank Transfer,0.3,2024-11-19
T000600,C00207,2025-11-06,S022,Momo,0.0,2025-11-06
T000601,C00007,2025-11-18,S014,Momo,0.05,2025-11-18
T000602,C00062,2024-11-17,S010,Cash,0.0,2024-11-17
T000603,C00730,2026-01-20,S017,ZaloPay,0.0,2026-01-20
T000604,C00001,2024-11-30,S012,ZaloPay,0.05,2024-11-30
T000605,C00222,2025-07-22,S003,Momo,0.15,2025-07-22
T000606,C00404,2026-03-19,S005,ZaloPay,0.25,2026-03-19
T000607,C00039,2026-01-16,S012,VNPay,0.0,2026-01-16
T000608,C00056,2025-06-07,S001,Momo,0.3,2025-06-07
T000609,C00054,2025-04-25,S024,Credit Card,0.0,2025-04-25
T000610,C00766,2025-03-30,S005,VNPay,0.05,2025-03-30
T000611,C00065,2025-09-06,S001,ZaloPay,0.0,2025-09-06
T000612,C00063,2026-01-14,S003,Momo,0.05,2026-01-14
T000613,C00173,2025-10-07,S023,Bank Transfer,0.15,2025-10-07
T000614,C00703,2025-09-08,S021,Momo,0.0,2025-09-08
T000615,C00619,2025-06-26,S001,Credit Card,0.0,2025-06-26
T000616,C00082,2025-06-03,S008,Bank Transfer,0.0,2025-06-03
T000617,C00276,2025-09-27,S004,ZaloPay,0.0,2025-09-27
T000618,C00007,2025-05-24,S022,ZaloPay,0.0,2025-05-24
T000619,C00250,2025-09-09,S016,Momo,0.0,2025-09-09
T000620,C00187,2025-04-20,S011,Momo,0.3,2025-04-20
T000621,C00050,2024-03-02,S003,VNPay,0.0,2024-03-02
T000622,C00058,2024-12-04,S004,VNPay,0.15,2024-12-04
T000623,C00025,2025-06-03,S014,ZaloPay,0.15,2025-06-03
T000624,C00054,2025-10-18,S017,Credit Card,0.0,2025-10-18
T000625,C00393,2024-09-24,S017,ZaloPay,0.0,2024-09-24
T000626,C00260,2024-01-03,S007,Momo,0.0,2024-01-03
T000627,C00663,2025-12-20,S015,VNPay,0.3,2025-12-20
T000628,C00208,2024-12-14,S008,Momo,0.15,2024-12-14
T000629,C00539,2025-12-10,S002,Momo,0.0,2025-12-10
T000630,C00271,2024-12-19,S011,Cash,0.25,2024-12-19
T000631,C00175,2025-08-25,S024,ZaloPay,0.3,2025-08-25
T000632,C00035,2025-11-03,S007,Bank Transfer,0.25,2025-11-03
T000633,C00093,2025-09-04,S014,Bank Transfer,0.0,2025-09-04
T000634,C00111,2025-03-23,S006,ZaloPay,0.2,2025-03-23
T000635,C00021,2025-12-23,S006,Bank Transfer,0.25,2025-12-23
T000636,C00327,2025-12-22,S004,,0.15,2025-12-22
T000637,C00050,2024-03-06,S001,Credit Card,0.0,2024-03-06
T000638,C00538,2026-03-15,S005,Credit Card,0.0,2026-03-15
T000639,C00294,2023-11-13,S023,Credit Card,0.0,2023-11-13
T000640,C00484,2025-01-07,S010,Credit Card,0.1,2025-01-07
T000641,C00257,2025-03-11,S021,Credit Card,0.0,2025-03-11
T000642,C00029,2025-04-13,S001,Bank Transfer,0.05,2025-04-13
T000643,C00177,2024-12-29,S008,ZaloPay,0.0,2024-12-29
T000644,C00212,2025-05-23,S014,VNPay,0.0,2025-05-23
T000645,C00014,2025-08-31,S009,Momo,0.25,2025-08-31
T000646,C00477,2025-03-02,S025,Credit Card,0.0,2025-03-02
T000647,C00042,2024-12-26,S005,,0.05,2024-12-26
T000648,C00332,2025-12-08,S020,Momo,0.0,2025-12-08
T000649,C00375,2025-05-26,S018,Bank Transfer,0.1,2025-05-26
T000650,C00336,2025-05-23,S017,VNPay,0.3,2025-05-23
T000651,C00001,2024-06-10,S007,VNPay,0.0,2024-06-10
T000652,C00799,2025-10-06,S005,Momo,0.1,2025-10-06
T000653,C00429,2025-02-26,S024,VNPay,0.0,2025-02-26
T000654,C00158,2025-12-15,S016,Cash,0.0,2025-12-15
T000655,C00002,2025-11-05,S019,Credit Card,0.0,2025-11-05
T000656,C00274,2025-08-14,S016,Momo,0.3,2025-08-14
T000657,C00417,2026-02-02,S020,VNPay,0.0,2026-02-02
T000658,C00055,2026-02-07,S022,VNPay,0.1,2026-02-07
T000659,C00337,2025-05-11,S006,Bank Transfer,0.0,2025-05-11
T000660,C00326,2024-04-07,S020,Bank Transfer,0.0,2024-04-07
T000661,C00640,2024-06-15,S016,VNPay,0.25,2024-06-15
T000662,C00014,2024-06-25,S004,VNPay,0.0,2024-06-25
T000663,C00014,2024-11-09,S003,Credit Card,0.2,2024-11-09
T000664,C00102,2023-12-28,S016,Momo,0.0,2023-12-28
T000665,C00051,2025-04-14,S024,VNPay,0.0,2025-04-14
T000666,C00477,2025-10-29,S001,VNPay,0.1,2025-10-29
T000667,C00448,2025-04-12,S023,VNPay,0.0,2025-04-12
T000668,C00657,2025-07-20,S017,VNPay,0.2,2025-07-20
T000669,C00110,2025-06-16,S014,Bank Transfer,,2025-06-16
T000670,C00711,2025-08-16,S003,Bank Transfer,0.2,2025-08-16
T000671,C00112,2024-12-13,S010,Cash,0.1,2024-12-13
T000672,C00023,2026-03-11,S023,Momo,0.1,2026-03-11
T000673,C00692,2024-05-24,S016,Momo,0.0,2024-05-24
T000674,C00383,2025-07-29,S020,Credit Card,0.0,2025-07-29
T000675,C00142,2025-12-04,S020,Momo,0.0,2025-12-04
T000676,C00021,2025-12-26,S019,Credit Card,,2025-12-26
T000677,C00299,2026-01-05,S015,Bank Transfer,0.25,2026-01-05
T000678,C00094,2025-12-06,S004,Momo,0.05,2025-12-06
T000679,C00044,2025-06-25,S020,Bank Transfer,0.0,2025-06-25
T000680,C00361,2025-11-19,S005,ZaloPay,0.0,2025-11-19
T000681,C00104,2025-11-15,S012,Bank Transfer,0.05,2025-11-15
T000682,C00003,2025-07-11,S025,Momo,0.05,2025-07-11
T000683,C00273,2025-09-05,S023,Bank Transfer,0.05,2025-09-05
T000684,C00007,2025-09-10,S003,ZaloPay,0.0,2025-09-10
T000685,C00203,2025-08-13,S023,VNPay,0.0,2025-08-13
T000686,C00283,2024-05-11,S001,Momo,,2024-05-11
T000687,C00351,2025-10-03,S005,VNPay,0.1,2025-10-03
T000688,C00045,2024-12-05,S007,VNPay,0.25,2024-12-05
T000689,C00354,2025-09-12,S014,,0.0,2025-09-12
T000690,C00023,2025-03-24,S015,Credit Card,0.0,2025-03-24
T000691,C00753,2025-11-18,S022,ZaloPay,0.25,2025-11-18
T000692,C00399,2026-02-18,S004,VNPay,0.1,2026-02-18
T000693,C00100,2025-12-19,S015,Cash,0.05,2025-12-19
T000694,C00580,2025-04-28,S015,VNPay,0.25,2025-04-28
T000695,C00116,2025-06-30,S014,Credit Card,0.0,2025-06-30
T000696,C00666,2025-05-04,S024,Momo,0.0,2025-05-04
T000697,C00524,2025-06-25,S018,Bank Transfer,0.0,2025-06-25
T000698,C00082,2026-02-17,S013,Bank Transfer,0.0,2026-02-17
T000699,C00185,2024-12-13,S017,Bank Transfer,0.25,2024-12-13
T000700,C00505,2025-01-17,S003,Bank Transfer,0.0,2025-01-17
T000701,C00161,2024-10-22,S019,VNPay,0.0,2024-10-22
T000702,C00069,2025-06-17,S008,Credit Card,0.0,2025-06-17
T000703,C00173,2025-01-03,S004,Credit Card,0.2,2025-01-03
T000704,C00448,2026-01-06,S003,Momo,0.0,2026-01-06
T000705,C00160,2025-09-24,S007,Bank Transfer,0.05,2025-09-24
T000706,C00738,2026-03-10,S019,Cash,,2026-03-10
T000707,C00123,2025-07-07,S006,Credit Card,0.0,2025-07-07
T000708,C00199,2024-12-10,S007,Momo,0.0,2024-12-10
T000709,C00089,2025-10-04,S005,Bank Transfer,0.0,2025-10-04
T000710,C00529,2024-06-06,S006,VNPay,0.25,2024-06-06
T000711,C00102,2025-07-05,S025,Credit Card,0.0,2025-07-05
T000712,C00349,2025-12-18,S014,ZaloPay,0.3,2025-12-18
T000713,C00301,2026-03-05,S012,Credit Card,0.25,2026-03-05
T000714,C00392,2025-07-15,S012,Credit Card,0.0,2025-07-15
T000715,C00216,2024-11-29,S012,Momo,0.0,2024-11-29
T000716,C00041,2023-10-26,S004,Credit Card,0.0,2023-10-26
T000717,C00285,2025-09-23,S008,Bank Transfer,0.0,2025-09-23
T000718,C00078,2024-04-30,S022,Bank Transfer,0.2,2024-04-30
T000719,C00502,2024-08-29,S007,Bank Transfer,0.1,2024-08-29
T000720,C00022,2024-09-28,S020,Bank Transfer,,2024-09-28
T000721,C00101,2024-07-27,S019,Momo,0.1,2024-07-27
T000722,C00013,2026-02-25,S014,ZaloPay,0.0,2026-02-25
T000723,C00281,2026-02-09,S016,ZaloPay,0.0,2026-02-09
T000724,C00183,2026-03-19,S012,Credit Card,0.0,2026-03-19
T000725,C00042,2025-09-12,S023,Credit Card,0.0,2025-09-12
T000726,C00439,2025-05-13,S009,Bank Transfer,0.3,2025-05-13
T000727,C00182,2024-06-28,S005,VNPay,0.0,2024-06-28
T000728,C00094,2025-09-09,S016,Momo,,2025-09-09
T000729,C00159,2025-06-17,S016,Bitcoin,0.0,2025-06-17
T000730,C00497,2024-08-07,S016,Credit Card,0.0,2024-08-07
T000731,C00455,2024-03-05,S005,Bank Transfer,0.0,2024-03-05
T000732,C00325,2023-11-17,S007,Bank Transfer,0.0,2023-11-17
T000733,C00113,2025-07-29,S004,Credit Card,0.0,2025-07-29
T000734,C00061,2025-10-23,S022,ZaloPay,0.1,2025-10-23
T000735,C00444,2025-10-04,S012,Momo,0.0,2025-10-04
T000736,C00007,2025-07-25,S021,Bank Transfer,0.3,2025-07-25
T000737,C00023,2024-10-19,S020,VNPay,0.15,2024-10-19
T000738,C00115,2025-10-06,S002,Momo,0.0,2025-10-06
T000739,C00029,2025-10-12,S020,,0.05,2025-10-12
T000740,C00258,2025-02-24,S016,Credit Card,0.0,2025-02-24
T000741,C00243,2025-04-24,S006,Cash,0.25,2025-04-24
T000742,C00002,2025-12-04,S022,ZaloPay,0.05,2025-12-04
T000743,C00363,2023-07-25,S019,Credit Card,0.1,2023-07-25
T000744,C00003,2025-07-07,S019,Credit Card,0.0,2025-07-07
T000745,C00452,2025-11-17,S010,ZaloPay,,2025-11-17
T000746,C00301,2025-08-25,S010,Bank Transfer,0.0,2025-08-25
T000747,C00131,2025-10-22,S005,Momo,0.0,2025-10-22
T000748,C00341,2024-06-12,S012,Credit Card,0.3,2024-06-12
T000749,C00601,2025-08-16,S019,,0.0,2025-08-16
T000750,C00102,2025-06-14,S015,,0.0,2025-06-14
T000751,C00204,2025-10-29,S010,Cash,0.0,2025-10-29
T000752,C00464,2025-12-28,S002,Credit Card,0.0,2025-12-28
T000753,C00037,2025-03-19,S017,VNPay,0.0,2025-03-19
T000754,C00501,2025-12-30,S014,ZaloPay,0.0,2025-12-30
T000755,C00087,2024-12-07,S021,Bank Transfer,0.05,2024-12-07
T000756,C00472,2024-08-30,S022,Momo,0.0,2024-08-30
T000757,C00040,2025-05-08,S003,Bank Transfer,0.2,2025-05-08
T000758,C00113,2025-07-22,S014,VNPay,0.0,2025-07-22
T000759,C00304,2025-01-25,S015,ZaloPay,0.05,2025-01-25
T000760,C00134,2025-08-03,S025,Gold,0.0,2025-08-03
T000761,C00551,2025-12-08,S002,Bank Transfer,0.0,2025-12-08
T000762,C00733,2025-09-18,S004,Credit Card,0.2,2025-09-18
T000763,C00463,2025-10-22,S024,Bank Transfer,0.25,2025-10-22
T000764,C00374,2024-01-29,S005,Momo,0.25,2024-01-29
T000765,C00001,2026-02-01,S005,VNPay,,2026-02-01
T000766,C00379,2025-06-07,S015,Cash,0.0,2025-06-07
T000767,C00019,2023-11-20,S021,,0.0,2023-11-20
T000768,C00062,2024-12-12,S010,Cash,0.25,2024-12-12
T000769,C00321,2025-01-25,S013,Bank Transfer,0.1,2025-01-25
T000770,C00320,2026-02-27,S001,Credit Card,0.0,2026-02-27
T000771,C00378,2025-06-19,S007,VNPay,0.3,2025-06-19
T000772,C00294,2025-08-19,S015,Momo,0.0,2025-08-19
T000773,C00213,2025-07-17,S019,,0.0,2025-07-17
T000774,C00579,2025-09-29,S019,Cash,0.05,2025-09-29
T000775,C00364,2025-10-28,S011,VNPay,0.0,2025-10-28
T000776,C00033,2024-06-11,S004,Credit Card,0.3,2024-06-11
T000777,C00136,2025-09-15,S006,VNPay,0.0,2025-09-15
T000778,C00221,2025-08-03,S009,VNPay,0.1,2025-08-03
T000779,C00021,2026-03-02,S014,Credit Card,0.0,2026-03-02
T000780,C00170,2023-09-13,S007,Credit Card,0.0,2023-09-13
T000781,C00157,2025-04-02,S011,VNPay,0.25,2025-04-02
T000782,C00027,2026-01-01,S019,???,0.15,2026-01-01
T000783,C00313,2025-05-11,S003,Momo,0.0,2025-05-11
T000784,C00064,2024-03-26,S008,VNPay,,2024-03-26
T000785,C00038,2024-08-02,S009,Momo,0.3,2024-08-02
T000786,C00657,2024-08-16,S010,Cash,0.2,2024-08-16
T000787,C00535,2024-11-13,S021,ZaloPay,0.0,2024-11-13
T000788,C00431,2025-05-21,S005,Gold,0.15,2025-05-21
T000789,C00689,2026-02-17,S020,ZaloPay,0.0,2026-02-17
T000790,C00006,2024-06-24,S004,Bitcoin,0.1,2024-06-24
T000791,C00276,2025-05-23,S008,Credit Card,0.0,2025-05-23
T000792,C00099,2025-01-30,S013,Bank Transfer,0.05,2025-01-30
T000793,C00016,2026-03-23,S020,ZaloPay,0.0,2026-03-23
T000794,C00002,2025-11-03,S008,VNPay,0.3,2025-11-03
T000795,C00408,2024-10-07,S024,???,0.0,2024-10-07
T000796,C00078,2024-10-21,S021,Momo,0.0,2024-10-21
T000797,C00070,2025-06-12,S007,ZaloPay,0.3,2025-06-12
T000798,C00550,2025-10-16,S021,ZaloPay,0.15,2025-10-16
T000799,C00148,2026-01-12,S012,VNPay,0.05,2026-01-12
T000800,C00667,2024-10-29,S008,VNPay,0.3,2024-10-29
T000801,C00138,2024-12-30,S009,ZaloPay,0.2,2024-12-30
T000802,C00316,2024-11-19,S013,Momo,0.0,2024-11-19
T000803,C00056,2024-07-28,S018,Momo,0.25,2024-07-28
T000804,C00787,2025-08-13,S011,Credit Card,0.2,2025-08-13
T000805,C00748,2025-12-18,S010,ZaloPay,0.1,2025-12-18
T000806,C00049,2025-02-10,S015,,0.0,2025-02-10
T000807,C00051,2026-01-05,S002,ZaloPay,0.0,2026-01-05
T000808,C00628,2024-07-19,S015,Cash,0.1,2024-07-19
