transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean,gross_amount,total_amount
T000301,C00301,2023-09-11,S005,VNPay,0.0,2023-09-11,9153000.0,9153000.0
T000302,C00020,2025-06-08,S017,Bank Transfer,0.0,2025-06-08,9530000.0,9530000.0
T000303,C00409,2025-01-19,S016,VNPay,0.0,2025-01-19,1258000.0,1258000.0
T000304,C00706,2026-01-31,S017,Credit Card,0.0,2026-01-31,6925000.0,6925000.0
T000305,C00181,2023-12-24,S008,Momo,0.3,2023-12-24,0.0,0.0
T000306,C00017,2025-05-26,S003,Credit Card,0.3,2025-05-26,7631000.0,5341700.0
T000307,C00102,2025-04-20,S022,Unknown,0.2,2025-04-20,0.0,0.0
T000308,C00423,2024-12-08,S003,,0.25,2024-12-08,13204000.0,9903000.0
T000309,C00506,2025-04-03,S019,VNPay,0.0,2025-04-03,1917000.0,1917000.0
T000310,C00109,2024-07-13,S024,Momo,0.2,2024-07-13,14245000.0,11396000.0
T000311,C00073,2024-04-29,S003,Credit Card,0.2,2024-04-29,1124000.0,899200.0
T000312,C00265,2026-03-12,S006,Cash,0.15,2026-03-12,53574000.0,45537900.0
T000313,C00087,2024-05-11,S004,Bank Transfer,0.0,2024-05-11,48000.0,48000.0
T000314,C00329,2025-05-24,S004,Bank Transfer,0.0,2025-05-24,25868000.0,25868000.0
T000315,C00141,2024-08-18,S003,Credit Card,0.1,2024-08-18,516000.0,464400.0
T000316,C00280,2025-11-15,S022,Momo,0.1,2025-11-15,6140000.0,5526000.0
T000317,C00009,2026-03-24,S016,Credit Card,0.0,2026-03-24,19844000.0,19844000.0
T000318,C00323,2025-12-01,S015,VNPay,0.25,2025-12-01,22154000.0,16615500.0
T000319,C00780,2024-12-21,S006,Credit Card,0.0,2024-12-21,27014000.0,27014000.0
T000320,C00793,2025-06-20,S019,VNPay,0.0,2025-06-20,7152000.0,7152000.0
T000321,C00456,2025-01-25,S004,Bank Transfer,0.1,2025-01-25,1282000.0,1153800.0
T000322,C00155,2024-10-05,S016,ZaloPay,0.0,2024-10-05,8183000.0,8183000.0
T000323,C00160,2025-11-29,S022,Bank Transfer,0.15,2025-11-29,34147000.0,29024950.0
T000324,C00044,2025-08-26,S018,Cash,0.0,2025-08-26,9504000.0,9504000.0
T000325,C00139,2025-04-22,S002,ZaloPay,0.15,2025-04-22,0.0,0.0
T000326,C00280,2024-08-09,S023,Cash,0.1,2024-08-09,6160000.0,5544000.0
T000327,C00201,2024-12-23,S017,Momo,0.05,2024-12-23,3585000.0,3405750.0
T000328,C00546,2023-10-04,S011,Bank Transfer,0.0,2023-10-04,0.0,0.0
T000329,C00579,2025-09-11,S024,VNPay,0.0,2025-09-11,0.0,0.0
T000330,C00045,2025-07-19,S012,Credit Card,0.0,2025-07-19,1186000.0,1186000.0
T000331,C00040,2024-10-02,S019,Cash,0.3,2024-10-02,11416000.0,7991199.999999999
T000332,C00042,2025-10-07,S002,,0.0,2025-10-07,6130000.0,6130000.0
T000333,C00537,2026-03-01,S001,VNPay,0.1,2026-03-01,69186000.0,62267400.0
T000334,C00050,2025-06-23,S011,ZaloPay,0.0,2025-06-23,26452000.0,26452000.0
T000335,C00065,2025-10-28,S025,Bank Transfer,0.0,2025-10-28,55078000.0,55078000.0
T000336,C00159,2025-09-04,S018,Momo,0.0,2025-09-04,72337000.0,72337000.0
T000337,C00168,2024-12-14,S023,Momo,0.2,2024-12-14,3399000.0,2719200.0
T000338,C00392,2025-07-30,S016,Momo,0.0,2025-07-30,1044000.0,1044000.0
T000339,C00274,2025-12-21,S014,ZaloPay,0.15,2025-12-21,10820000.0,9197000.0
T000340,C00384,2025-09-21,S015,Credit Card,0.15,2025-09-21,33785000.0,28717250.0
T000341,C00673,2026-03-10,S020,VNPay,0.05,2026-03-10,4445000.0,4222750.0
T000342,C00244,2025-08-13,S005,Bank Transfer,0.05,2025-08-13,4882000.0,4637900.0
T000343,C00037,2025-03-25,S021,VNPay,0.0,2025-03-25,1036000.0,1036000.0
T000344,C00020,2025-03-01,S007,ZaloPay,0.0,2025-03-01,2454000.0,2454000.0
T000345,C00035,2025-01-24,S005,ZaloPay,0.0,2025-01-24,0.0,0.0
T000346,C00429,2025-05-27,S003,ZaloPay,0.2,2025-05-27,3024000.0,2419200.0
T000347,C00744,2024-11-18,S022,Momo,0.05,2024-11-18,259000.0,246050.0
T000348,C00377,2026-03-19,S004,VNPay,0.25,2026-03-19,5314000.0,3985500.0
T000349,C00016,2025-12-23,S025,Momo,0.0,2025-12-23,2120000.0,2120000.0
T000350,C00028,2025-06-28,S009,Momo,0.05,2025-06-28,5964000.0,5665800.0
T000351,C00247,2026-01-16,S009,Momo,0.0,2026-01-16,1228000.0,1228000.0
T000352,C00138,2026-01-28,S024,VNPay,0.0,2026-01-28,13414000.0,13414000.0
T000353,C00751,2025-04-04,S004,Bank Transfer,0.0,2025-04-04,615000.0,615000.0
T000354,C00602,2024-06-19,S009,Credit Card,0.0,2024-06-19,29352000.0,29352000.0
T000355,C00329,2025-04-13,S002,Bank Transfer,0.0,2025-04-13,1931000.0,1931000.0
T000356,C00380,2025-02-17,S003,VNPay,0.05,2025-02-17,5220000.0,4959000.0
T000357,C00135,2025-03-12,S025,VNPay,0.25,2025-03-12,75195000.0,56396250.0
T000358,C00177,2025-03-14,S006,Gold,0.0,2025-03-14,2095000.0,2095000.0
T000359,C00284,2024-12-25,S015,Credit Card,0.3,2024-12-25,6658000.0,4660600.0
T000360,C00288,2025-09-23,S010,ZaloPay,0.0,2025-09-23,5800000.0,5800000.0
T000361,C00693,2024-02-10,S008,VNPay,0.0,2024-02-10,29072000.0,29072000.0
T000362,C00110,2025-06-21,S006,Bank Transfer,0.05,2025-06-21,10644000.0,10111800.0
T000363,C00461,2026-03-23,S001,Bank Transfer,0.05,2026-03-23,129000.0,122550.0
T000364,C00027,2025-06-02,S007,Bank Transfer,0.0,2025-06-02,4793000.0,4793000.0
T000365,C00545,2025-05-10,S024,ZaloPay,0.0,2025-05-10,2768000.0,2768000.0
T000366,C00034,2025-11-08,S008,ZaloPay,0.0,2025-11-08,481000.0,481000.0
T000367,C00286,2025-06-12,S023,Credit Card,0.25,2025-06-12,27465000.0,20598750.0
T000368,C00302,2025-11-23,S020,Credit Card,0.2,2025-11-23,61624000.0,49299200.0
T000369,C00744,2024-12-31,S012,Credit Card,0.15,2024-12-31,2590000.0,2201500.0
T000370,C00065,2025-10-28,S016,Credit Card,0.1,2025-10-28,51296000.0,46166400.0
T000371,C00006,2025-10-12,S005,ZaloPay,0.0,2025-10-12,789000.0,789000.0
T000372,C00535,2025-07-11,S020,ZaloPay,0.15,2025-07-11,936000.0,795600.0
T000373,C00063,2025-03-08,S025,VNPay,0.15,2025-03-08,26852000.0,22824200.0
T000374,C00024,2025-08-19,S002,Momo,0.0,2025-08-19,77574000.0,77574000.0
T000375,C00196,2025-07-05,S004,Momo,0.0,2025-07-05,4168000.0,4168000.0
T000376,C00784,2025-01-23,S017,VNPay,0.2,2025-01-23,31430000.0,25144000.0
T000377,C00160,2025-12-16,S008,Credit Card,0.1,2025-12-16,869000.0,782100.0
T000378,C00088,2025-05-02,S004,VNPay,0.0,2025-05-02,5603000.0,5603000.0
T000379,C00738,2025-10-04,S016,Momo,0.25,2025-10-04,14655000.0,10991250.0
T000380,C00567,2025-11-23,S024,Credit Card,0.0,2025-11-23,14522000.0,14522000.0
T000381,C00596,2025-06-21,S003,Momo,0.0,2025-06-21,844000.0,844000.0
T000382,C00110,2025-08-18,S007,Bank Transfer,0.05,2025-08-18,36400000.0,34580000.0
T000383,C00279,2025-09-13,S022,ZaloPay,0.0,2025-09-13,53522000.0,53522000.0
T000384,C00167,2024-10-07,S025,Bank Transfer,0.0,2024-10-07,9800750.0,9800750.0
T000385,C00060,2025-05-05,S022,Momo,0.25,2025-05-05,1369000.0,1026750.0
T000386,C00056,2025-10-07,S003,Momo,0.0,2025-10-07,68797000.0,68797000.0
T000387,C00144,2025-04-06,S017,ZaloPay,0.15,2025-04-06,83000.0,70550.0
T000388,C00250,2025-05-20,S012,Credit Card,0.2,2025-05-20,22654000.0,18123200.0
T000389,C00424,2025-05-16,S003,ZaloPay,0.3,2025-05-16,7367000.0,5156900.0
T000390,C00078,2026-01-03,S009,ZaloPay,0.0,2026-01-03,759000.0,759000.0
T000391,C00015,2025-03-13,S001,Bank Transfer,0.25,2025-03-13,3254000.0,2440500.0
T000392,C00105,2025-07-22,S020,Bank Transfer,0.3,2025-07-22,6925000.0,4847500.0
T000393,C00002,2025-06-02,S007,Momo,0.0,2025-06-02,53652000.0,53652000.0
T000394,C00344,2025-11-07,S021,Credit Card,0.0,2025-11-07,0.0,0.0
T000395,C00180,2025-01-13,S006,VNPay,0.3,2025-01-13,144000.0,100800.0
T000396,C00351,2025-03-17,S019,Momo,0.0,2025-03-17,1487000.0,1487000.0
T000397,C00081,2025-04-27,S023,ZaloPay,0.05,2025-04-27,6475000.0,6151250.0
T000398,C00269,2025-10-26,S002,Bank Transfer,0.05,2025-10-26,1141000.0,1083950.0
T000399,C00337,2025-06-02,S019,Cash,0.15,2025-06-02,17332000.0,14732200.0
T000400,C00460,2025-05-22,S016,Momo,0.25,2025-05-22,98623000.0,73967250.0
T000401,C00380,2025-10-16,S008,ZaloPay,0.25,2025-10-16,316000.0,237000.0
T000402,C00771,2025-09-03,S023,VNPay,0.05,2025-09-03,10610000.0,10079500.0
T000403,C00021,2026-02-11,S020,Bank Transfer,0.0,2026-02-11,14108000.0,14108000.0
T000404,C00130,2025-05-12,S012,Momo,0.0,2025-05-12,7125000.0,7125000.0
T000405,C00009,2025-11-17,S011,Bank Transfer,0.0,2025-11-17,7344000.0,7344000.0
T000406,C00582,2024-12-07,S025,Momo,0.15,2024-12-07,1992000.0,1693200.0
T000407,C00345,2025-08-07,S015,Bank Transfer,0.0,2025-08-07,22439000.0,22439000.0
T000408,C00081,2024-09-07,S004,Momo,0.0,2024-09-07,10132000.0,10132000.0
T000409,C00656,2025-01-12,S024,,0.0,2025-01-12,2548000.0,2548000.0
T000410,C00625,2024-07-03,S014,Bank Transfer,0.0,2024-07-03,2787000.0,2787000.0
T000411,C00164,2025-10-30,S009,ZaloPay,0.3,2025-10-30,0.0,0.0
T000412,C00097,2024-11-06,S017,Credit Card,0.0,2024-11-06,552000.0,552000.0
T000413,C00665,2024-11-09,S022,Bank Transfer,0.0,2024-11-09,588000.0,588000.0
T000414,C00385,2025-07-01,S003,,0.0,2025-07-01,268000.0,268000.0
T000415,C00322,2024-05-23,S025,VNPay,0.25,2024-05-23,0.0,0.0
T000416,C00081,2025-12-17,S023,Momo,0.15,2025-12-17,956000.0,812600.0
T000417,C00759,2025-03-11,S018,VNPay,0.3,2025-03-11,0.0,0.0
T000418,C00036,2025-12-17,S017,VNPay,0.0,2025-12-17,9660000.0,9660000.0
T000419,C00043,2024-09-17,S013,VNPay,0.15,2024-09-17,4168000.0,3542800.0
T000420,C00071,2026-03-23,S010,VNPay,0.0,2026-03-23,473000.0,473000.0
T000421,C00244,2025-08-17,S025,ZaloPay,0.3,2025-08-17,134000.0,93800.0
T000422,C00311,2026-01-28,S009,Momo,0.15,2026-01-28,72905000.0,61969250.0
T000423,C00782,2026-02-16,S019,VNPay,0.3,2026-02-16,0.0,0.0
T000424,C00039,2025-08-21,S010,ZaloPay,0.3,2025-08-21,45963000.0,32174099.999999996
T000425,C00055,2023-09-04,S014,Credit Card,0.0,2023-09-04,934000.0,934000.0
T000426,C00310,2025-03-27,S022,VNPay,0.05,2025-03-27,0.0,0.0
T000427,C00536,2025-11-14,S019,ZaloPay,0.25,2025-11-14,7774000.0,5830500.0
T000428,C00187,2025-09-23,S023,Cash,0.15,2025-09-23,7433000.0,6318050.0
T000429,C00310,2025-06-13,S004,Credit Card,0.05,2025-06-13,7764000.0,7375800.0
T000430,C00141,2024-02-21,S017,Momo,0.0,2024-02-21,2336000.0,2336000.0
T000431,C00473,2025-11-16,S019,Momo,0.0,2025-11-16,11366000.0,11366000.0
T000432,C00006,2025-09-23,S014,ZaloPay,0.2,2025-09-23,5280000.0,4224000.0
T000433,C00188,2024-11-06,S025,VNPay,0.15,2024-11-06,568000.0,482800.0
T000434,C00197,2025-07-29,S024,Bank Transfer,0.0,2025-07-29,1708000.0,1708000.0
T000435,C00086,2025-11-30,S015,VNPay,0.0,2025-11-30,128998000.0,128998000.0
T000436,C00164,2024-12-07,S007,VNPay,0.2,2024-12-07,11967000.0,9573600.0
T000437,C00027,2025-12-01,S008,VNPay,0.0,2025-12-01,51148000.0,51148000.0
T000438,C00333,2026-01-06,S001,Bank Transfer,0.0,2026-01-06,1033000.0,1033000.0
T000439,C00013,2025-05-17,S018,Credit Card,0.0,2025-05-17,29344000.0,29344000.0
T000440,C00287,2023-12-15,S006,Cash,0.3,2023-12-15,52720000.0,36904000.0
T000441,C00019,2024-09-24,S014,,0.0,2024-09-24,2588000.0,2588000.0
T000442,C00097,2025-04-24,S020,Bank Transfer,0.0,2025-04-24,134000.0,134000.0
T000443,C00041,2025-05-05,S015,Cash,0.05,2025-05-05,51514000.0,48938300.0
T000444,C00410,2026-02-15,S009,VNPay,0.2,2026-02-15,0.0,0.0
T000445,C00734,2025-08-13,S005,Bank Transfer,0.2,2025-08-13,2961000.0,2368800.0
T000446,C00207,2025-11-20,S008,VNPay,0.05,2025-11-20,50817000.0,48276150.0
T000447,C00718,2025-05-27,S010,Cash,0.0,2025-05-27,5518000.0,5518000.0
T000448,C00088,2025-03-19,S013,Momo,0.25,2025-03-19,11677000.0,8757750.0
T000449,C00274,2025-08-06,S003,Credit Card,0.0,2025-08-06,6007000.0,6007000.0
T000450,C00065,2025-10-30,S011,Momo,0.25,2025-10-30,315000.0,236250.0
T000451,C00042,2025-01-24,S011,Bank Transfer,0.1,2025-01-24,869000.0,782100.0
T000452,C00469,2024-03-04,S021,Bank Transfer,0.2,2024-03-04,86512000.0,69209600.0
T000453,C00348,2023-11-06,S022,Bank Transfer,0.0,2023-11-06,3996000.0,3996000.0
T000454,C00099,2024-10-02,S023,ZaloPay,0.0,2024-10-02,676000.0,676000.0
T000455,C00003,2024-05-24,S025,VNPay,0.25,2024-05-24,15264000.0,11448000.0
T000456,C00234,2024-11-27,S008,Credit Card,0.0,2024-11-27,27358000.0,27358000.0
T000457,C00106,2024-09-03,S021,ZaloPay,0.0,2024-09-03,6130000.0,6130000.0
T000458,C00220,2026-02-07,S022,VNPay,0.2,2026-02-07,8745000.0,6996000.0
T000459,C00009,2025-08-21,S005,Momo,0.2,2025-08-21,562000.0,449600.0
T000460,C00755,2025-09-12,S022,ZaloPay,0.2,2025-09-12,64589000.0,51671200.0
T000461,C00359,2025-03-26,S016,Cash,0.15,2025-03-26,0.0,0.0
T000462,C00054,2025-08-23,S018,Cash,0.0,2025-08-23,3114000.0,3114000.0
T000463,C00413,2025-03-11,S024,ZaloPay,0.3,2025-03-11,696000.0,487199.99999999994
T000464,C00009,2026-02-25,S021,Credit Card,0.0,2026-02-25,1583000.0,1583000.0
T000465,C00572,2024-05-03,S009,ZaloPay,0.0,2024-05-03,32130000.0,32130000.0
T000466,C00798,2025-10-31,S020,Credit Card,0.1,2025-10-31,0.0,0.0
T000467,C00008,2025-07-13,S002,Credit Card,0.0,2025-07-13,4224000.0,4224000.0
T000468,C00627,2025-08-08,S002,Bank Transfer,0.2,2025-08-08,31872000.0,25497600.0
T000469,C00606,2025-07-31,S004,Momo,0.05,2025-07-31,38204000.0,36293800.0
T000470,C00718,2023-11-09,S020,Credit Card,0.0,2023-11-09,2283000.0,2283000.0
T000471,C00014,2025-12-07,S001,Credit Card,0.3,2025-12-07,14265000.0,9985500.0
T000472,C00066,2025-08-30,S009,Gold,0.05,2025-08-30,72000.0,68400.0
T000473,C00103,2024-05-22,S002,ZaloPay,0.0,2024-05-22,1356000.0,1356000.0
T000474,C00304,2025-09-17,S010,Credit Card,0.15,2025-09-17,2352000.0,1999200.0
T000475,C00044,2025-02-25,S010,Bank Transfer,0.0,2025-02-25,8711000.0,8711000.0
T000476,C00687,2025-11-03,S002,Momo,0.0,2025-11-03,30852000.0,30852000.0
T000477,C00690,2026-03-19,S011,ZaloPay,0.0,2026-03-19,1738000.0,1738000.0
T000478,C00113,2026-02-11,S002,Credit Card,0.0,2026-02-11,7196000.0,7196000.0
T000479,C00230,2025-10-23,S008,ZaloPay,0.3,2025-10-23,1960000.0,1372000.0
T000480,C00124,2023-09-21,S012,ZaloPay,0.0,2023-09-21,26559000.0,26559000.0
T000481,C00025,2025-09-21,S021,Credit Card,0.0,2025-09-21,2906000.0,2906000.0
T000482,C00029,2025-02-18,S009,Bank Transfer,0.0,2025-02-18,29469000.0,29469000.0
T000483,C00471,2026-02-01,S013,ZaloPay,0.0,2026-02-01,4457000.0,4457000.0
T000484,C00390,2026-01-29,S020,Credit Card,0.05,2026-01-29,45233000.0,42971350.0
T000485,C00246,2026-02-17,S002,Momo,0.0,2026-02-17,5461000.0,5461000.0
T000486,C00700,2025-01-04,S016,,0.3,2025-01-04,4514000.0,3159800.0
T000487,C00113,2026-02-18,S021,Bank Transfer,0.0,2026-02-18,897000.0,897000.0
T000488,C00390,2025-07-09,S023,ZaloPay,0.3,2025-07-09,1059000.0,741300.0
T000489,C00139,2025-05-14,S007,Bank Transfer,0.0,2025-05-14,878000.0,878000.0
T000490,C00314,2025-04-05,S019,Momo,0.0,2025-04-05,22103000.0,22103000.0
T000491,C00359,2025-12-17,S017,ZaloPay,0.0,2025-12-17,420000.0,420000.0
T000492,C00309,2025-05-27,S016,,0.0,2025-05-27,39328000.0,39328000.0
T000493,C00065,2026-02-11,S017,Cash,0.25,2026-02-11,0.0,0.0
T000494,C00010,2025-06-26,S012,Momo,0.15,2025-06-26,14398000.0,12238300.0
T000495,C00786,2025-09-28,S023,Momo,0.15,2025-09-28,100780000.0,85663000.0
T000496,C00383,2025-05-06,S025,Credit Card,0.05,2025-05-06,8103000.0,7697850.0
T000497,C00788,2026-01-23,S015,Momo,0.1,2026-01-23,12359640.0,11123676.0
T000498,C00136,2025-03-13,S012,Momo,0.2,2025-03-13,30486000.0,24388800.0
T000499,C00054,2025-07-08,S014,VNPay,0.3,2025-07-08,112525000.0,78767500.0
T000500,C00043,2026-02-14,S019,Bank Transfer,0.2,2026-02-14,17444000.0,13955200.0
T000501,C00058,2025-07-27,S021,Momo,0.0,2025-07-27,28413000.0,28413000.0
T000502,C00026,2026-03-24,S003,ZaloPay,0.05,2026-03-24,11402000.0,10831900.0
T000503,C00008,2023-06-24,S012,,0.0,2023-06-24,87000.0,87000.0
T000504,C00054,2024-07-30,S016,Credit Card,0.05,2024-07-30,17518000.0,16642100.0
T000505,C00279,2025-02-20,S019,VNPay,0.15,2025-02-20,866000.0,736100.0
T000506,C00629,2025-08-24,S003,Momo,0.2,2025-08-24,7800000.0,6240000.0
T000507,C00167,2025-05-24,S010,,0.1,2025-05-24,66074000.0,59466600.0
T000508,C00212,2025-12-16,S020,Bank Transfer,0.05,2025-12-16,344000.0,326800.0
T000509,C00169,2025-07-06,S013,Momo,0.0,2025-07-06,2365000.0,2365000.0
T000510,C00155,2025-04-18,S023,ZaloPay,0.1,2025-04-18,9682000.0,8713800.0
T000511,C00659,2026-01-18,S025,ZaloPay,0.0,2026-01-18,210000.0,210000.0
T000512,C00065,2025-12-30,S002,Credit Card,0.0,2025-12-30,204000.0,204000.0
T000513,C00052,2024-09-26,S007,,0.0,2024-09-26,19422000.0,19422000.0
T000514,C00358,2025-10-24,S016,,0.0,2025-10-24,3480000.0,3480000.0
T000515,C00345,2026-02-08,S005,Momo,0.0,2026-02-08,1765000.0,1765000.0
T000516,C00211,2024-02-05,S010,VNPay,0.15,2024-02-05,6078000.0,5166300.0
T000517,C00212,2025-11-27,S007,VNPay,0.0,2025-11-27,129042000.0,129042000.0
T000518,C00099,2025-04-18,S013,,0.0,2025-04-18,21968000.0,21968000.0
T000519,C00573,2025-07-16,S007,Credit Card,0.25,2025-07-16,25312000.0,18984000.0
T000520,C00227,2025-04-16,S018,Cash,0.05,2025-04-16,15124000.0,14367800.0
T000521,C00084,2025-01-09,S011,Credit Card,0.05,2025-01-09,284000.0,269800.0
T000522,C00105,2025-07-30,S009,Cash,0.0,2025-07-30,21552000.0,21552000.0
T000523,C00208,2025-01-08,S009,Momo,0.2,2025-01-08,3783000.0,3026400.0
T000524,C00003,2026-03-01,S020,Bank Transfer,0.2,2026-03-01,4467000.0,3573600.0
T000525,C00127,2025-04-06,S008,Credit Card,0.2,2025-04-06,1326000.0,1060800.0
T000526,C00245,2023-11-08,S020,Momo,0.0,2023-11-08,18552000.0,18552000.0
T000527,C00005,2025-12-11,S008,Bank Transfer,0.2,2025-12-11,1738000.0,1390400.0
T000528,C00083,2024-10-06,S025,ZaloPay,0.15,2024-10-06,6516000.0,5538600.0
T000529,C00027,2024-10-28,S018,Credit Card,0.25,2024-10-28,6285000.0,4713750.0
T000530,C00667,2024-06-26,S011,VNPay,0.1,2024-06-26,41240000.0,37116000.0
T000531,C00427,2024-05-18,S021,Momo,0.0,2024-05-18,7125000.0,7125000.0
T000532,C00505,2025-08-17,S008,Bank Transfer,0.0,2025-08-17,474000.0,474000.0
T000533,C00026,2025-07-18,S008,VNPay,0.0,2025-07-18,41873000.0,41873000.0
T000534,C00224,2025-11-06,S009,,0.0,2025-11-06,3920000.0,3920000.0
T000535,C00379,2025-07-20,S020,Bank Transfer,0.0,2025-07-20,26595000.0,26595000.0
T000536,C00210,2025-01-26,S009,Momo,0.1,2025-01-26,13787000.0,12408300.0
T000537,C00061,2024-10-03,S007,,0.0,2024-10-03,15335000.0,15335000.0
T000538,C00333,2025-08-01,S013,Bank Transfer,0.05,2025-08-01,2912000.0,2766400.0
T000539,C00484,2026-03-25,S007,ZaloPay,0.05,2026-03-25,9585000.0,9105750.0
T000540,C00309,2025-01-14,S023,ZaloPay,0.25,2025-01-14,48000.0,36000.0
T000541,C00005,2025-09-06,S012,Credit Card,0.3,2025-09-06,1764000.0,1234800.0
T000542,C00196,2025-05-14,S009,,0.2,2025-05-14,6676000.0,5340800.0
T000543,C00317,2026-03-24,S013,Credit Card,0.2,2026-03-24,744000.0,595200.0
T000544,C00485,2025-03-06,S014,ZaloPay,0.3,2025-03-06,565000.0,395500.0
T000545,C00316,2024-07-03,S019,ZaloPay,0.3,2024-07-03,46003000.0,32202099.999999996
T000546,C00324,2024-08-14,S023,Credit Card,0.0,2024-08-14,111714000.0,111714000.0
T000547,C00268,2026-01-11,S024,Credit Card,0.0,2026-01-11,4054000.0,4054000.0
T000548,C00378,2025-10-01,S004,Momo,0.2,2025-10-01,3732000.0,2985600.0
T000549,C00024,2025-03-30,S025,ZaloPay,0.0,2025-03-30,5557000.0,5557000.0
T000550,C00049,2025-03-22,S004,ZaloPay,0.0,2025-03-22,51422000.0,51422000.0
T000551,C00172,2023-12-28,S001,Credit Card,0.0,2023-12-28,77272000.0,77272000.0
T000552,C00067,2025-04-17,S025,ZaloPay,0.1,2025-04-17,4930000.0,4437000.0
T000553,C00310,2024-09-21,S022,Momo,0.0,2024-09-21,6219000.0,6219000.0
T000554,C00452,2026-01-18,S001,Bank Transfer,0.3,2026-01-18,45735000.0,32014499.999999996
T000555,C00364,2024-11-07,S017,,0.25,2024-11-07,34266000.0,25699500.0
T000556,C00047,2026-02-22,S002,Bank Transfer,0.0,2026-02-22,13345000.0,13345000.0
T000557,C00194,2025-06-13,S017,Bank Transfer,0.3,2025-06-13,55560000.0,38892000.0
T000558,C00087,2025-02-28,S018,ZaloPay,0.0,2025-02-28,19448000.0,19448000.0
T000559,C00244,2025-05-14,S008,Credit Card,0.0,2025-05-14,5609000.0,5609000.0
T000560,C00568,2025-03-23,S013,ZaloPay,0.0,2025-03-23,0.0,0.0
T000561,C00394,2026-01-19,S021,Credit Card,0.1,2026-01-19,380000.0,342000.0
T000562,C00793,2023-12-27,S020,ZaloPay,0.25,2023-12-27,4900000.0,3675000.0
T000563,C00515,2024-07-18,S009,Cash,0.0,2024-07-18,51665000.0,51665000.0
T000564,C00186,2025-10-01,S011,VNPay,0.2,2025-10-01,48702000.0,38961600.0
T000565,C00748,2025-12-03,S005,VNPay,0.25,2025-12-03,25102000.0,18826500.0
T000566,C00105,2025-02-27,S010,Unknown,0.1,2025-02-27,282000.0,253800.0
T000567,C00195,2025-11-26,S024,Cash,0.3,2025-11-26,3483000.0,2438100.0
T000568,C00231,2025-06-28,S016,ZaloPay,0.3,2025-06-28,380000.0,266000.0
T000569,C00516,2026-03-07,S023,Credit Card,0.0,2026-03-07,66321000.0,66321000.0
T000570,C00055,2024-10-09,S022,Bank Transfer,0.0,2024-10-09,4833000.0,4833000.0
T000571,C00322,2024-08-28,S004,VNPay,0.0,2024-08-28,115848000.0,115848000.0
T000572,C00019,2024-06-08,S007,Momo,0.3,2024-06-08,47679000.0,33375299.999999996
T000573,C00196,2025-08-14,S013,Momo,0.25,2025-08-14,33435000.0,25076250.0
T000574,C00066,2025-08-13,S021,,0.2,2025-08-13,1204000.0,963200.0
T000575,C00016,2025-05-27,S008,,0.1,2025-05-27,40871000.0,36783900.0
T000576,C00016,2025-09-29,S016,Bank Transfer,0.25,2025-09-29,0.0,0.0
T000577,C00366,2026-03-01,S009,Cash,0.3,2026-03-01,5124000.0,3586800.0
T000578,C00343,2026-03-14,S010,Cash,0.0,2026-03-14,501000.0,501000.0
T000579,C00396,2025-11-15,S006,Cash,0.3,2025-11-15,3909000.0,2736300.0
T000580,C00396,2025-01-31,S023,VNPay,0.0,2025-01-31,2562000.0,2562000.0
T000581,C00058,2025-01-22,S011,Credit Card,0.0,2025-01-22,4043000.0,4043000.0
T000582,C00138,2024-07-26,S003,ZaloPay,0.15,2024-07-26,38509000.0,32732650.0
T000583,C00348,2025-02-12,S005,ZaloPay,0.1,2025-02-12,4392000.0,3952800.0
T000584,C00019,2026-03-23,S010,Credit Card,0.0,2026-03-23,3544000.0,3544000.0
T000585,C00263,2025-09-05,S005,Bank Transfer,0.2,2025-09-05,1740000.0,1392000.0
T000586,C00049,2024-11-26,S021,Bank Transfer,0.05,2024-11-26,7639000.0,7257050.0
T000587,C00094,2025-08-23,S009,Momo,0.3,2025-08-23,5573000.0,3901099.9999999995
T000588,C00078,2024-05-03,S008,Credit Card,0.0,2024-05-03,25283000.0,25283000.0
T000589,C00082,2025-08-14,S003,ZaloPay,0.0,2025-08-14,5362000.0,5362000.0
T000590,C00029,2024-12-09,S013,Momo,0.0,2024-12-09,2172000.0,2172000.0
T000591,C00371,2025-12-13,S004,VNPay,0.0,2025-12-13,5171000.0,5171000.0
T000592,C00097,2024-03-05,S013,VNPay,0.0,2024-03-05,8493000.0,8493000.0
T000593,C00002,2025-12-24,S022,,0.0,2025-12-24,23846000.0,23846000.0
T000594,C00148,2025-04-19,S024,VNPay,0.0,2025-04-19,12080000.0,12080000.0
T000595,C00355,2025-08-04,S006,ZaloPay,0.0,2025-08-04,8882000.0,8882000.0
T000596,C00609,2024-08-16,S025,VNPay,0.0,2024-08-16,3538000.0,3538000.0
T000597,C00008,2025-01-07,S003,Bank Transfer,0.15,2025-01-07,37640000.0,31994000.0
T000598,C00190,2025-03-04,S016,VNPay,0.15,2025-03-04,7402000.0,6291700.0
T000599,C00124,2024-11-19,S023,Bank Transfer,0.3,2024-11-19,6433000.0,4503100.0
T000600,C00207,2025-11-06,S022,Momo,0.0,2025-11-06,6591000.0,6591000.0
T000601,C00007,2025-11-18,S014,Momo,0.05,2025-11-18,27846000.0,26453700.0
T000602,C00062,2024-11-17,S010,Cash,0.0,2024-11-17,2713000.0,2713000.0
